id	client_id	path	sentence	age	gender
242	ara_trn_sp_113	common_voice_ar_19738686.wav	ما هي طبيعة عملك في المكتب ؟	not_defined	not_defined
391	ara_trn_sp_144	common_voice_ar_19204503.wav	ركبت القطار الخطأ.	not_defined	not_defined
492	ara_trn_sp_163	common_voice_ar_19204685.wav	من رسم هذه اللوحات ؟	not_defined	not_defined
448	ara_trn_sp_156	common_voice_ar_21099444.wav	.كان باستطاعة أحمد تسلُّق الأشجار العالية عندما كان طفلاً	twenties	male
682	ara_trn_sp_186	common_voice_ar_19209652.wav	.تقع المحطة غرب الفندق	twenties	male
525	ara_trn_sp_168	common_voice_ar_19231205.wav	ذهبنا لمشاهدة فيلم ليلة البارحة.	not_defined	not_defined
376	ara_trn_sp_141	common_voice_ar_21020836.wav	يا لوقاحتك!	twenties	male
1715	ara_trn_sp_13	common_voice_ar_19103343.wav	.يلعب بمهارة	thirties	female
1721	ara_trn_sp_13	common_voice_ar_19103575.wav	يبدو أننا وقعنا في الفخ.	thirties	female
867	ara_trn_sp_8	common_voice_ar_19227704.wav	.خذ هذا أو ذاك	twenties	female
145	ara_trn_sp_87	common_voice_ar_19641666.wav	أفكر في الذهاب إلى الجبال.	not_defined	not_defined
736	ara_trn_sp_191	common_voice_ar_19233454.wav	أعمل لصالح شركة نفط.	twenties	male
161	ara_trn_sp_91	common_voice_ar_19395294.wav	.حتى الأطفال يمكنهم فهم ذلك	twenties	male
389	ara_trn_sp_144	common_voice_ar_19204505.wav	أعطيت أختي قاموساً.	not_defined	not_defined
240	ara_trn_sp_112	common_voice_ar_21023298.wav	بيل صديقي المفضل.	twenties	male
320	ara_trn_sp_129	common_voice_ar_19205119.wav	متى يمكننا الأكل ؟	twenties	male
655	ara_trn_sp_183	common_voice_ar_21262296.wav	ارفع يديك.	twenties	male
396	ara_trn_sp_145	common_voice_ar_19778920.wav	من الأفضل لك أن تزور طبيبك في الحال.	not_defined	not_defined
1191	ara_trn_sp_10	common_voice_ar_19361814.wav	أطع أباك دوماً.	twenties	male
654	ara_trn_sp_183	common_voice_ar_21262283.wav	.إنه يتكلم أكثر مما يجب	twenties	male
449	ara_trn_sp_157	common_voice_ar_19538084.wav	هل أنت وحدك ؟	not_defined	not_defined
155	ara_trn_sp_90	common_voice_ar_19968629.wav	.لدى بتي صوت رقيق	twenties	male
167	ara_trn_sp_93	common_voice_ar_19204176.wav	التحدث بالإنجليزية ليس أمراً سهلاً.	not_defined	not_defined
435	ara_trn_sp_154	common_voice_ar_20933161.wav	لا تقفل الخط من فضلك.	fifties	male
835	ara_trn_sp_7	common_voice_ar_19203813.wav	أبي يحب أمي.	teens	female
420	ara_trn_sp_150	common_voice_ar_19665824.wav	هل طلبت الكتاب ؟	not_defined	not_defined
482	ara_trn_sp_162	common_voice_ar_19488097.wav	.بصراحة لا أوافقك الرأي	not_defined	not_defined
2177	ara_trn_sp_16	common_voice_ar_19471854.wav	.السفر يوسع آفاق تفكير المرء	not_defined	not_defined
1792	ara_trn_sp_14	common_voice_ar_19340854.wav	من يملك هذه الفِلّا ؟	twenties	male
743	ara_trn_sp_7	common_voice_ar_19191571.wav	هل سنذهب إلى حفلة الغد في قاعة المدينة؟	teens	female
156	ara_trn_sp_90	common_voice_ar_19968632.wav	لقد تأخرت عن العمل.	twenties	male
671	ara_trn_sp_185	common_voice_ar_19204413.wav	.إلى ذلك الحين	twenties	male
388	ara_trn_sp_144	common_voice_ar_19204504.wav	.ضحك الناس عليه	not_defined	not_defined
790	ara_trn_sp_197	common_voice_ar_19375915.wav	.ليركب الجميع	fourties	male
553	ara_trn_sp_171	common_voice_ar_19651953.wav	.إذا كان هذا الكلام صحيحًا ، فسنضطر لقبول النتيجة	twenties	male
96	ara_trn_sp_72	common_voice_ar_19465397.wav	سأحضر بعض كؤوس الشرب.	not_defined	not_defined
410	ara_trn_sp_148	common_voice_ar_19117940.wav	.هذا الدواء سيخفف من صداعك	not_defined	not_defined
152	ara_trn_sp_89	common_voice_ar_19204373.wav	.بالكاد أستطيع سماعك	not_defined	not_defined
569	ara_trn_sp_173	common_voice_ar_19623263.wav	أمي لا يمكنها ركوب الدراجة.	not_defined	not_defined
163	ara_trn_sp_92	common_voice_ar_19540127.wav	.سافرت على نفقتي	not_defined	not_defined
90	ara_trn_sp_69	common_voice_ar_20058646.wav	.الولد عطشان	not_defined	not_defined
619	ara_trn_sp_179	common_voice_ar_20016680.wav	يجب عليك أن تدرس بجهد أكبر.	thirties	female
1305	ara_trn_sp_11	common_voice_ar_19217565.wav	إتفقوا على سعر.	twenties	female
443	ara_trn_sp_4	common_voice_ar_19234880.wav	كالعادة تأخر مايك عن إجتماع بعد الظهر.	twenties	male
451	ara_trn_sp_157	common_voice_ar_19540850.wav	جاءت متأخرة كالعادة.	not_defined	not_defined
170	ara_trn_sp_94	common_voice_ar_19380208.wav	دعني أشرح سبب وصولي متأخراً.	not_defined	not_defined
589	ara_trn_sp_176	common_voice_ar_19983488.wav	كنا جميعنا حاضرون وقت حفل زفافها.	fourties	male
111	ara_trn_sp_77	common_voice_ar_19375157.wav	.خذني معك	not_defined	not_defined
184	ara_trn_sp_97	common_voice_ar_19680201.wav	لم يصل الباص بعد.	thirties	male
243	ara_trn_sp_113	common_voice_ar_19738680.wav	.صوتها ناعم و واضح	not_defined	not_defined
199	ara_trn_sp_102	common_voice_ar_19963352.wav	أنا متعب جداً.	twenties	male
501	ara_trn_sp_165	common_voice_ar_19674080.wav	أحاول النوم.	twenties	male
121	ara_trn_sp_81	common_voice_ar_20248435.wav	عليك أن تزور طبيباً.	teens	other
419	ara_trn_sp_150	common_voice_ar_19665825.wav	إنه طبيب.	not_defined	not_defined
430	ara_trn_sp_153	common_voice_ar_19216769.wav	أحس بأن لياقتي عالية.	not_defined	not_defined
129	ara_trn_sp_83	common_voice_ar_19348896.wav	تعال و اسبح معي.	twenties	male
670	ara_trn_sp_185	common_voice_ar_19204414.wav	وقعت نظارتك على الأرض.	twenties	male
206	ara_trn_sp_103	common_voice_ar_19436625.wav	ليس غبياً.	teens	male
247	ara_trn_sp_114	common_voice_ar_19260124.wav	لن يكون بوسعه القدوم بسبب مرضه.	not_defined	not_defined
425	ara_trn_sp_151	common_voice_ar_19647459.wav	اعتقلتها الشرطة.	not_defined	not_defined
718	ara_trn_sp_189	common_voice_ar_19845509.wav	.أخفض صوت المذياع	twenties	male
194	ara_trn_sp_100	common_voice_ar_19749071.wav	.بِتْنا في هاكوني	thirties	male
499	ara_trn_sp_164	common_voice_ar_21004405.wav	أين وُلِدَ توم ؟	not_defined	not_defined
625	ara_trn_sp_180	common_voice_ar_19867381.wav	تفضل بالجلوس من فضلك.	not_defined	not_defined
212	ara_trn_sp_106	common_voice_ar_20565344.wav	لن أكون سعيدًا ، لكن لن أقتل نفسي.	thirties	male
408	ara_trn_sp_148	common_voice_ar_19117937.wav	.استمر المطر أسبوعاً	not_defined	not_defined
366	ara_trn_sp_139	common_voice_ar_19533799.wav	سأُحوّل المبلغ.	not_defined	not_defined
230	ara_trn_sp_110	common_voice_ar_19222361.wav	.ضحك الجميع عليّ	not_defined	not_defined
105	ara_trn_sp_75	common_voice_ar_20268171.wav	.إنه يتيم حرب	twenties	male
564	ara_trn_sp_173	common_voice_ar_19623195.wav	رأيت بيتاً سطحه أحمر.	not_defined	not_defined
114	ara_trn_sp_78	common_voice_ar_20755028.wav	أنا حامل في الشهر الرابع.	twenties	male
301	ara_trn_sp_125	common_voice_ar_19555601.wav	سأعلمك كيف تقود السيارة.	not_defined	not_defined
16	ara_trn_sp_1	common_voice_ar_19221982.wav	البارحة كانت ليلة عيد ميلادي.	twenties	female
605	ara_trn_sp_177	common_voice_ar_21077935.wav	أؤلف أشعاراً في أوقات فراغي.	not_defined	not_defined
295	ara_trn_sp_124	common_voice_ar_19532850.wav	أنتم طلبة جدد.	not_defined	not_defined
826	ara_trn_sp_200	common_voice_ar_19090171.wav	امتلأ قلبي بالسعادة.	fourties	male
518	ara_trn_sp_167	common_voice_ar_19204623.wav	مساء الخير.	not_defined	not_defined
322	ara_trn_sp_4	common_voice_ar_19234367.wav	رأيتك راكباً سيارتك الجديدة.	twenties	male
215	ara_trn_sp_106	common_voice_ar_20565347.wav	بما أنك متعب ، من الأفضل لك أن تستريح.	thirties	male
480	ara_trn_sp_5	common_voice_ar_19176870.wav	يحب أن يسبح في الصيف.	thirties	female
67	ara_trn_sp_62	common_voice_ar_20527677.wav	عليّ أن أعيد الكتاب قبل السبت.	twenties	male
749	ara_trn_sp_193	common_voice_ar_19854412.wav	متى تنام ؟	teens	male
562	ara_trn_sp_172	common_voice_ar_20907903.wav	قطّعت أمي الكعك.	not_defined	not_defined
217	ara_trn_sp_107	common_voice_ar_19103186.wav	اتصل ابنها من نيويورك.	not_defined	not_defined
329	ara_trn_sp_131	common_voice_ar_19538952.wav	لا أخفي موافقتي على أن التقدم في الحياة يجب أن يكون بجهدك الشخصي	not_defined	not_defined
793	ara_trn_sp_197	common_voice_ar_19375923.wav	أساء الملك استخدام سلطته.	fourties	male
98	ara_trn_sp_72	common_voice_ar_19465399.wav	هناك الكثير من الكتب في غرفتي.	not_defined	not_defined
168	ara_trn_sp_93	common_voice_ar_19204175.wav	غطاه الوحل من رأسه إلى أخمص قدميه.	not_defined	not_defined
561	ara_trn_sp_172	common_voice_ar_20907902.wav	هذا الرجل تاجر.	not_defined	not_defined
714	ara_trn_sp_189	common_voice_ar_19845508.wav	صعدت إلى الحافلة الخطأ.	twenties	male
1164	ara_trn_sp_10	common_voice_ar_19350418.wav	لمن تلك السيارة ؟	twenties	male
799	ara_trn_sp_198	common_voice_ar_19204871.wav	.مشى إلى البيت	not_defined	not_defined
621	ara_trn_sp_179	common_voice_ar_20016691.wav	عليّ الذهاب إلى النوم.	thirties	female
418	ara_trn_sp_150	common_voice_ar_19665821.wav	طلبت مني أن أفتح النافذة.	not_defined	not_defined
543	ara_trn_sp_5	common_voice_ar_19247986.wav	عيناها زرقاوتان.	thirties	female
758	ara_trn_sp_194	common_voice_ar_19220367.wav	.أنتم مدرّسون	not_defined	not_defined
205	ara_trn_sp_103	common_voice_ar_19436624.wav	.سأعطيك هذا الكتاب	teens	male
606	ara_trn_sp_178	common_voice_ar_19719101.wav	.سأقاتل حتى النفس الأخير	not_defined	not_defined
1216	ara_trn_sp_10	common_voice_ar_19370849.wav	هل تكلمني ؟	twenties	male
1994	ara_trn_sp_15	common_voice_ar_19238833.wav	.سأشتري السيارة بشرط أن يصلحوا المكابح أولاً	twenties	male
285	ara_trn_sp_122	common_voice_ar_19204111.wav	من فضلك أغلق الباب.	thirties	male
405	ara_trn_sp_147	common_voice_ar_19843025.wav	أحب أكل البطيخ.	not_defined	not_defined
282	ara_trn_sp_121	common_voice_ar_19205263.wav	.نصنع الزبدة و الجبنة من الحليب	not_defined	not_defined
160	ara_trn_sp_91	common_voice_ar_19395293.wav	انه حاليا في رحلة عمل في ناجويا.	twenties	male
725	ara_trn_sp_190	common_voice_ar_19501891.wav	لو سمحت ، أين البيض ؟	twenties	male
348	ara_trn_sp_135	common_voice_ar_19249837.wav	لا أدري.	not_defined	not_defined
189	ara_trn_sp_98	common_voice_ar_19842606.wav	ماعليك إلا ان تسأل.	not_defined	not_defined
552	ara_trn_sp_171	common_voice_ar_19651954.wav	ما زال توم في المستشفى.	twenties	male
639	ara_trn_sp_181	common_voice_ar_20937879.wav	.ها قد وصلنا	twenties	male
455	ara_trn_sp_158	common_voice_ar_20896985.wav	لا تهاجم الذئابُ الناسَ عادةً.	not_defined	not_defined
1096	ara_trn_sp_9	common_voice_ar_19206815.wav	بيتك يحتاج لإصلاح.	not_defined	not_defined
73	ara_trn_sp_64	common_voice_ar_19533050.wav	.لم يعد لدينا سكر	not_defined	not_defined
181	ara_trn_sp_96	common_voice_ar_20023512.wav	تظاهرت بأنها مريضة.	not_defined	not_defined
393	ara_trn_sp_145	common_voice_ar_19778911.wav	توم صديقي.	not_defined	not_defined
157	ara_trn_sp_90	common_voice_ar_19968637.wav	تم تنفيذ جميع العمليات من مونتريال وتورونتو	twenties	male
346	ara_trn_sp_134	common_voice_ar_19204832.wav	.قدماها طويلتان	not_defined	not_defined
249	ara_trn_sp_3	common_voice_ar_19529955.wav	من اهتم بالكلب في غيابك ؟	twenties	male
185	ara_trn_sp_97	common_voice_ar_19680203.wav	لقد تركت أنوارك مفتوحة.	thirties	male
251	ara_trn_sp_114	common_voice_ar_19260125.wav	توقّف الحاسوب عن العمل بعد تحديث آلي للنظام	not_defined	not_defined
1234	ara_trn_sp_10	common_voice_ar_19375666.wav	ماتوا واحداً تلو الآخر.	twenties	male
351	ara_trn_sp_135	common_voice_ar_19249838.wav	وَأَمرُهُم شُورَى بَينَهُم	not_defined	not_defined
144	ara_trn_sp_87	common_voice_ar_19641664.wav	يقال أنه لن يعود.	not_defined	not_defined
774	ara_trn_sp_7	common_voice_ar_19194200.wav	أين وُلد ؟	teens	female
267	ara_trn_sp_118	common_voice_ar_19205717.wav	من فضلك تعال.	not_defined	not_defined
636	ara_trn_sp_181	common_voice_ar_20937863.wav	يستحسن أن تغادر الآن.	twenties	male
255	ara_trn_sp_115	common_voice_ar_19842249.wav	إنه لاعب تنس.	not_defined	not_defined
496	ara_trn_sp_164	common_voice_ar_21004363.wav	تعرف الدعسوقة في بعض الأحيان باسم الخنفساء	not_defined	not_defined
782	ara_trn_sp_196	common_voice_ar_21179256.wav	الجو مشمس اليوم.	thirties	male
557	ara_trn_sp_172	common_voice_ar_20907896.wav	.تبدو الأرض مبلولة	not_defined	not_defined
649	ara_trn_sp_182	common_voice_ar_21177669.wav	إنك فيلسوف ، أليس ذلك صحيحاً ؟	twenties	female
1174	ara_trn_sp_10	common_voice_ar_19356231.wav	.يتغيّر الجوّ من يوم إلى آخر	twenties	male
1333	ara_trn_sp_11	common_voice_ar_19217728.wav	هل عندك سيارة ؟	twenties	female
536	ara_trn_sp_169	common_voice_ar_21100425.wav	ستبدأ الدراسة بعد غد.	not_defined	not_defined
132	ara_trn_sp_84	common_voice_ar_19743245.wav	اخي الصغير يشاهد التلفاز.	not_defined	not_defined
805	ara_trn_sp_198	common_voice_ar_19204881.wav	سني يؤلمني.	not_defined	not_defined
324	ara_trn_sp_130	common_voice_ar_19579950.wav	أحضرت لك شيئا بسيطا.	twenties	male
310	ara_trn_sp_127	common_voice_ar_19633221.wav	عليك أن تبدأ حالاً.	not_defined	not_defined
308	ara_trn_sp_127	common_voice_ar_19633222.wav	أي طالب يمكنه الرد على هذا السؤال.	not_defined	not_defined
810	ara_trn_sp_199	common_voice_ar_19968507.wav	هل اللغة الإنجليزية أصعب من اليابانية ؟	not_defined	not_defined
575	ara_trn_sp_174	common_voice_ar_19225118.wav	ذهبت إلى الحديقة الحيوان.	not_defined	not_defined
651	ara_trn_sp_182	common_voice_ar_21177729.wav	لو كنت مكانك لأخذت بنصيحته.	twenties	female
773	ara_trn_sp_195	common_voice_ar_20444732.wav	أرادت أن تكون مدرسةً.	not_defined	not_defined
493	ara_trn_sp_163	common_voice_ar_19204687.wav	القرار لك.	not_defined	not_defined
124	ara_trn_sp_82	common_voice_ar_19219148.wav	بلغها أن تعاود الإتصال بي من فضلك.	thirties	male
794	ara_trn_sp_197	common_voice_ar_19375924.wav	انتبه! هناك شاحنة قادمة !	fourties	male
2168	ara_trn_sp_16	common_voice_ar_19443057.wav	قابلت رجلاً عجوزاً قرب المحطة.	not_defined	not_defined
87	ara_trn_sp_68	common_voice_ar_19367226.wav	.لا ، لن تحتاج	thirties	male
378	ara_trn_sp_142	common_voice_ar_19204408.wav	كم الساعة على أي حال ؟	not_defined	not_defined
256	ara_trn_sp_115	common_voice_ar_19842250.wav	وعرف الفارسي الكبير عن وجوده قبل أن يفعله	not_defined	not_defined
347	ara_trn_sp_135	common_voice_ar_19249839.wav	.عليّ أن أختار بين الذهاب معه أو البقاء هنا وحدي	not_defined	not_defined
477	ara_trn_sp_161	common_voice_ar_20026854.wav	ماذا تفعل ؟	thirties	female
371	ara_trn_sp_140	common_voice_ar_19205900.wav	الصبر صبران: صبر على ما تكره وصبر على ما تحب	not_defined	not_defined
133	ara_trn_sp_84	common_voice_ar_19743246.wav	.تفاجأت زوجتي	not_defined	not_defined
125	ara_trn_sp_82	common_voice_ar_19219151.wav	.بيتك أكبر من بيتي ثلاث مرات	thirties	male
385	ara_trn_sp_143	common_voice_ar_19808477.wav	.يعمل جون بجدّ	not_defined	not_defined
290	ara_trn_sp_123	common_voice_ar_19330413.wav	أحب براين أن يتذكر الأيام الخوالي	not_defined	not_defined
541	ara_trn_sp_170	common_voice_ar_20136670.wav	أبقَوْ حبهما سراً.	thirties	male
783	ara_trn_sp_196	common_voice_ar_21179258.wav	اعتقدت أنه مريض.	thirties	male
198	ara_trn_sp_101	common_voice_ar_19785100.wav	واستمع راؤول مرة أخرى إلى حكاية المنزل	not_defined	not_defined
732	ara_trn_sp_191	common_voice_ar_19233447.wav	نصحته ألا يضع الكثير من السكر.	twenties	male
886	ara_trn_sp_8	common_voice_ar_19228383.wav	هذا المنتزه يذكّرني بطفولتي.	twenties	female
1080	ara_trn_sp_9	common_voice_ar_19206774.wav	.مج بطول كن	not_defined	not_defined
644	ara_trn_sp_182	common_voice_ar_21101378.wav	قابلته البارحة.	twenties	female
1392	ara_trn_sp_11	common_voice_ar_19218207.wav	.نمرّ دائمًا بجانب مكتب البريد في طريقنا إلى العمل	twenties	female
403	ara_trn_sp_147	common_voice_ar_19843021.wav	.هما في الغرفة	not_defined	not_defined
484	ara_trn_sp_162	common_voice_ar_19488103.wav	كل من هُوَ وحيد ، وحيد لأنه خائف من الآخرين.	not_defined	not_defined
1070	ara_trn_sp_9	common_voice_ar_19206760.wav	.أسكن في أوساكا	not_defined	not_defined
398	ara_trn_sp_146	common_voice_ar_19206882.wav	إلى ماذا تنظر ؟	not_defined	not_defined
214	ara_trn_sp_106	common_voice_ar_20565346.wav	لا أنوي أن أكون أنانيا.	thirties	male
363	ara_trn_sp_139	common_voice_ar_19533795.wav	.لا يعرف أحد عنوانه إلّا توم	not_defined	not_defined
739	ara_trn_sp_192	common_voice_ar_19205875.wav	أصبحت ابنتها امرأة جميلة.	not_defined	not_defined
1134	ara_trn_sp_9	common_voice_ar_19217308.wav	.أنا عاطل عن العمل	not_defined	not_defined
598	ara_trn_sp_6	common_voice_ar_19838544.wav	جميعنا متأكدون من براءته.	twenties	female
673	ara_trn_sp_185	common_voice_ar_19204417.wav	البارحة كان عيد ميلادي.	twenties	male
675	ara_trn_sp_185	common_voice_ar_19204463.wav	لا يمكنني فهم ما تعنيه هذه الجملة بالضبط.	twenties	male
162	ara_trn_sp_2	common_voice_ar_19064748.wav	ذكر هاتوياما أنه يعيل عائلته بالمراهنة على سباق الخيل.	thirties	female
755	ara_trn_sp_193	common_voice_ar_19854419.wav	.كشف عن حبه	teens	male
1790	ara_trn_sp_14	common_voice_ar_19340844.wav	باستطاعة بيل أن يركض أسرع من بوب.	twenties	male
505	ara_trn_sp_165	common_voice_ar_19675585.wav	أظن أنه من الأفضل لك أن تبدأ حمية غذائية.	twenties	male
97	ara_trn_sp_2	common_voice_ar_19061960.wav	بالرغم من أنني أحسست بأن هناك شيئاً غريباً ، لم أعرف بالتحديد ما هو.	thirties	female
486	ara_trn_sp_162	common_voice_ar_19488102.wav	كان أبي على وشك أن يغادر عندما رن جرس الهاتف.	not_defined	not_defined
787	ara_trn_sp_197	common_voice_ar_19375894.wav	.أفاعي الكوبرا تكون دائمًا متيقظة إلى أبعد الحدود	fourties	male
140	ara_trn_sp_86	common_voice_ar_19587991.wav	يمكنك الذهاب إلى المحطة بالحافلة.	not_defined	not_defined
88	ara_trn_sp_69	common_voice_ar_20038084.wav	ما ميعاد إقلاع طائرتك ؟	not_defined	not_defined
118	ara_trn_sp_79	common_voice_ar_20401421.wav	عند دخولي إلى الغرفة كان مستغرقاً في قراءة كتاب.	thirties	male
563	ara_trn_sp_173	common_voice_ar_19623194.wav	اتصلت بي فتاة.	not_defined	not_defined
437	ara_trn_sp_154	common_voice_ar_20933201.wav	إعتقلت الشرطة المشتبه به امس.	fifties	male
127	ara_trn_sp_83	common_voice_ar_19348894.wav	لا أحتاج إلى مساعدتك.	twenties	male
289	ara_trn_sp_123	common_voice_ar_19330411.wav	.يهاجر البجع من هنا إلى فلوريدا	not_defined	not_defined
113	ara_trn_sp_78	common_voice_ar_20755023.wav	بإمكانك استخدامها في أي وقت.	twenties	male
367	ara_trn_sp_139	common_voice_ar_19533797.wav	مدرستنا قريبة من المحطة.	not_defined	not_defined
1905	ara_trn_sp_15	common_voice_ar_19238089.wav	اِجلس من فضلك.	twenties	male
457	ara_trn_sp_158	common_voice_ar_20896995.wav	بإمكانك أن تعتمد عليها.	not_defined	not_defined
795	ara_trn_sp_198	common_voice_ar_19204864.wav	سأدفع أنا.	not_defined	not_defined
402	ara_trn_sp_147	common_voice_ar_19843020.wav	أنا بخير.	not_defined	not_defined
183	ara_trn_sp_97	common_voice_ar_19680200.wav	هل ذهبت كاثي كذلك ؟	thirties	male
76	ara_trn_sp_65	common_voice_ar_19205348.wav	.ساعدني في الطبخ	not_defined	not_defined
386	ara_trn_sp_143	common_voice_ar_19808479.wav	.أفسد المطر نزهتنا	not_defined	not_defined
211	ara_trn_sp_3	common_voice_ar_19529892.wav	انتبه ، ذاك الرجل معه مسدس.	twenties	male
549	ara_trn_sp_171	common_voice_ar_19651917.wav	من يملك هذا المنزل ؟	twenties	male
741	ara_trn_sp_192	common_voice_ar_19205878.wav	أنت تكره نِك ، أليس ذلك صحيحاً ؟	not_defined	not_defined
229	ara_trn_sp_110	common_voice_ar_19222357.wav	أعمل كل يوم ما عدا يوم الأحد.	not_defined	not_defined
692	ara_trn_sp_187	common_voice_ar_19541056.wav	.ذهب للمتجر في آخر لحظة ، قبل الإغلاق بقليل	twenties	female
406	ara_trn_sp_147	common_voice_ar_19843022.wav	أليست سوداء ؟	not_defined	not_defined
462	ara_trn_sp_159	common_voice_ar_20732070.wav	ما رأيها في ما توصل إليه المؤتمر من نتائج ؟	twenties	male
466	ara_trn_sp_160	common_voice_ar_21204173.wav	كل جهد يستحق المكافأة.	twenties	male
200	ara_trn_sp_102	common_voice_ar_19963353.wav	الإنسان بالتفكير والله بالتدبير	twenties	male
228	ara_trn_sp_110	common_voice_ar_19222349.wav	أهلاً ، هل تعمل هنا ؟	not_defined	not_defined
236	ara_trn_sp_111	common_voice_ar_19285860.wav	لا تقلق!	thirties	male
266	ara_trn_sp_117	common_voice_ar_19962449.wav	أعندك أي شيء تريد قوله بخصوص هذا الموضوع ؟	not_defined	not_defined
2090	ara_trn_sp_16	common_voice_ar_19398412.wav	إنه رسّام مشهور.	not_defined	not_defined
262	ara_trn_sp_117	common_voice_ar_19962448.wav	هل ذاك كلب أم قطة ؟	not_defined	not_defined
772	ara_trn_sp_195	common_voice_ar_20444736.wav	هل أستطيع البقاء في منزلك ؟ ليس لي مكان أذهب إليه.	not_defined	not_defined
1762	ara_trn_sp_14	common_voice_ar_19263293.wav	الصبر مفتاح الفرج	twenties	male
604	ara_trn_sp_177	common_voice_ar_21077933.wav	يريد أن يلتقي بك.	not_defined	not_defined
576	ara_trn_sp_174	common_voice_ar_19225124.wav	""" هل أنت على ما يرام ؟ "" "" أنا بخير! """	not_defined	not_defined
786	ara_trn_sp_7	common_voice_ar_19194238.wav	قضينا يوما هادئا في الريف.	teens	female
583	ara_trn_sp_175	common_voice_ar_20354929.wav	شخصٌ يُدعَى هنري قال انه يريد ان يقابلك.	twenties	male
323	ara_trn_sp_130	common_voice_ar_19579949.wav	.جئت هنا بالأمس	twenties	male
433	ara_trn_sp_153	common_voice_ar_19216768.wav	الرياضيات مادة صعبة بالنسبة لي.	not_defined	not_defined
230	ara_trn_sp_3	common_voice_ar_19529914.wav	ما الذي تحدّثت عنه ؟	twenties	male
586	ara_trn_sp_175	common_voice_ar_20354987.wav	.عليك أن تُحكم السيطرة على نفسك	twenties	male
931	ara_trn_sp_8	common_voice_ar_19235683.wav	.هذا قلم	twenties	female
1782	ara_trn_sp_14	common_voice_ar_19328645.wav	انتبه! هناك حفرة كبيرة هناك.	twenties	male
159	ara_trn_sp_91	common_voice_ar_19395295.wav	ما قلته ليس له أي معنى.	twenties	male
720	ara_trn_sp_190	common_voice_ar_19501893.wav	.لم يكن ذلك قصدي	twenties	male
284	ara_trn_sp_122	common_voice_ar_19204114.wav	إنها ستتزوج العام المقبل.	thirties	male
638	ara_trn_sp_181	common_voice_ar_20937876.wav	بقيت في المنزل اليلة الفائتة.	twenties	male
335	ara_trn_sp_132	common_voice_ar_19164214.wav	هل يداك نظيفتان ؟	twenties	male
362	ara_trn_sp_138	common_voice_ar_19205292.wav	.سنسافر إلى الخارج هذا الصيف	not_defined	not_defined
295	ara_trn_sp_3	common_voice_ar_19530092.wav	هل لي أن أخرج لمشاهدة فيلم الليلة ؟	twenties	male
707	ara_trn_sp_188	common_voice_ar_19205068.wav	كم عندك من الأصدقاء المُقَرّبين ؟	not_defined	not_defined
609	ara_trn_sp_178	common_voice_ar_19719107.wav	أسرع و ستلحق بالقطار.	not_defined	not_defined
154	ara_trn_sp_89	common_voice_ar_19204375.wav	يتحدث مايك اليابانية جيداً.	not_defined	not_defined
239	ara_trn_sp_112	common_voice_ar_21023291.wav	سأطلق عليه الرصاص.	twenties	male
690	ara_trn_sp_187	common_voice_ar_19541057.wav	ألغيت مباراة كرة القاعدة بسبب المطر.	twenties	female
516	ara_trn_sp_167	common_voice_ar_19204618.wav	الحساب عليّ.	not_defined	not_defined
614	ara_trn_sp_178	common_voice_ar_19719148.wav	من يدري ؟	not_defined	not_defined
108	ara_trn_sp_76	common_voice_ar_19527483.wav	العصافير تطير.	not_defined	not_defined
43	ara_trn_sp_1	common_voice_ar_19251227.wav	وُلد جدي عام عشرين ميلادية.	twenties	female
643	ara_trn_sp_182	common_voice_ar_21101375.wav	بعد كل شيء ، كان مجرد خطأ في الحكم	twenties	female
503	ara_trn_sp_165	common_voice_ar_19674083.wav	شاهدنا مباراة كرة القدم على التلفاز.	twenties	male
684	ara_trn_sp_186	common_voice_ar_19209680.wav	أعطني كسرة خبز من فضلك.	twenties	male
141	ara_trn_sp_86	common_voice_ar_19587992.wav	جئت إلى اليابان العام الماضي.	not_defined	not_defined
491	ara_trn_sp_163	common_voice_ar_19204642.wav	.هيلين في السابعة عشر من عمرها	not_defined	not_defined
331	ara_trn_sp_131	common_voice_ar_19538954.wav	عليك أن تجيب على السؤال.	not_defined	not_defined
131	ara_trn_sp_84	common_voice_ar_19743247.wav	نحن لا نعرف الحقيقة بعد.	not_defined	not_defined
427	ara_trn_sp_152	common_voice_ar_19730010.wav	لنكمل حديثنا.	not_defined	not_defined
1678	ara_trn_sp_13	common_voice_ar_19083268.wav	.اطمأن والدا توم عندما سمعا بأنه بخير	thirties	female
84	ara_trn_sp_67	common_voice_ar_19382770.wav	إنه يعمل في المصرف.	not_defined	not_defined
517	ara_trn_sp_167	common_voice_ar_19204620.wav	سُرقت سيارتي ليلة البارحة.	not_defined	not_defined
626	ara_trn_sp_180	common_voice_ar_19867387.wav	.أحياناً يكون الصبر لا يُطاق	not_defined	not_defined
306	ara_trn_sp_126	common_voice_ar_20038216.wav	أين سنأكل ؟	twenties	male
300	ara_trn_sp_125	common_voice_ar_19555602.wav	سيقيمون حفلة غداً.	not_defined	not_defined
293	ara_trn_sp_124	common_voice_ar_19532852.wav	اضرب عصفورين بحجر.	not_defined	not_defined
135	ara_trn_sp_85	common_voice_ar_19436314.wav	مدريد عاصمة أسبانيا.	twenties	male
417	ara_trn_sp_150	common_voice_ar_19665822.wav	لا تتدخل.	not_defined	not_defined
